"TID","EN"
"TID_CHALLENGE010_MECHASCARECROW_LOSE_STAGE3","The Mecha-Scarecrow had no effect! I repeat, the Mecha-Scarecrow had no effect!"
,
"TID_CHALLENGE011_PLATURTLEPANTS_TITLE","Platurtle Vogue"
"TID_CHALLENGE011_PLATURTLEPANTS_INTRO","Platurtle looks so naked in that old shell. Let's give her the makeover she deserves. It must be drafty up there!"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1","Platurtle is my thiccest client. We must find an efficient way to take her measurements. "
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE2","Why don't we start with a hat. I'm thinking cheerful. Youthful. Complementing of a round, green face. "
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE3","And now, a Platurtle dress. It must be exuberant. Exquisite. Ecological. "
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_01","Make an absolutely huge measuring tape"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_02","Gather scaffolding goods"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_03","Build scaffolding"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_04","Design a dress pattern"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_05","Test hat materials, what looks the prettiest?"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_06","Measure Platurtle"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_07","Sketch Platurtle mannequins for testing"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_08","Build clay Platurtle mannequins"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_09","Harvest hat materials"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_10","Strip wood into breathable hat fabric"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_11","Make a huge stone needle"
"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_12","Reassure Platurtle that she looks beautiful no matter what!"
"TID_CHALLENGE011_PLATURTLEPANTS_WIN","Platurtle. She is my muse. She is my passion. Behold! She is a reptilian vision!"
"TID_CHALLENGE011_PLATURTLEPANTS_LOSE_STAGE1","The tape measure didn't fit behind her waist. My bad, people. My bad. "
"TID_CHALLENGE011_PLATURTLEPANTS_LOSE_STAGE2","The hat's frame is too narrow. The pattern is wrong. Oh no... no... NO! "
"TID_CHALLENGE011_PLATURTLEPANTS_LOSE_STAGE3","That's not a dress. It's a muumuu! Back to the drawing board..."
,
"TID_CHALLENGE012_BIGGESTCAKE_TITLE","Cake Colossus"
"TID_CHALLENGE012_BIGGESTCAKE_INTRO","There's one thing baker's need more than flour: publicity. Help me whip up a HUGE culinary sensation!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1","My Gamgam's cake recipe was the stuff of legend! If only we could recreate it on a grand scale... a really, really grand scale! "
"TID_CHALLENGE012_BIGGESTCAKE_STAGE2","Turns out Gamgam's secret ingredient was a borderline perverse measurement of sugar! Let's bake this thing!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3","Here comes the best part – the eating part, that is. The real logistical challenge is serving this monster..."
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_01","Get more flour than anyone has ever seen"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_02","Gather a frankly horrifying amount of sugar"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_03","Get jam for all the layers"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_04","Make a ton of cookie crumbles!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_05","Produce a literal boatload of icing"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_06","Chat up some local food journalists"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_07","Okay – let's mix the batter!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_08","We're going to need scaffolding for this thing"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_09","Figure out how to use the oven"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_10","Bake the cake!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_11","Lower the top cake with a crane"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_12","Ice it, jam it and decorate it!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_01","Cut a giant slice"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_02","Cut that giant slice into smaller slices"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_03","Cut those slices into even smaller slices"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_04","Make sure everyone gets a piece!"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_05","Take a huge bite"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_06","Cry tears of joy"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_07","Pretend to be humble "
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_08","Eat another piece?"
"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_09","Okay just another few bites"
"TID_CHALLENGE012_BIGGESTCAKE_WIN","Look how happy everyone is. The cake was so scrumptious and I couldn't have done it without you. Gamgam would be proud!"
"TID_CHALLENGE012_BIGGESTCAKE_LOSE_STAGE1","Where did Gamgam hide that recipe? Did she even write it down? Gaaamgaaam!?"
"TID_CHALLENGE012_BIGGESTCAKE_LOSE_STAGE2","I just couldn't seem to crack Gamgam's recipe. What could the secret ingredient be? Butter? Jam? Herring? Gaaamgaaam!?"
"TID_CHALLENGE012_BIGGESTCAKE_LOSE_STAGE3","I thought I made enough cake for everyone. Oh no! Oh no oh no oh no! "
,
"TID_CHALLENGE013_STUCKINJAM_TITLE","Stuck in a Jam"
"TID_CHALLENGE013_STUCKINJAM_INTRO","Every container I own is full. Could we build something bigger? My home smells like herring. At least more than usual. "
"TID_CHALLENGE013_STUCKINJAM_STAGE1","The industrial jar will require quite many materials. Please help me gather the goods? In the spirit of... achem, preserving our business relations. "
"TID_CHALLENGE013_STUCKINJAM_STAGE2","I have a particularly good feeling about this! I don't see how this could go wrong at all. Let the construction begin! "
"TID_CHALLENGE013_STUCKINJAM_STAGE3","Oh dear, oh no, oh dear... Birdog flew into the jar! He's stuck! We must find a way to extract him from the jam! "
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_01","Test some new jar material resources"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_02","Design a new lid"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_03","A/B test jar materials"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_04","Scrutinize the results"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_05","Draw a blueprint"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_06","Craft the lid"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_07","Build scaffolding"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_08","Construct the jar"
"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_09","Fill the jar with Apple Jam"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_01","Come up with a jam plan!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_02","Comfort sweet Birdog"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_03","Build a rescue rig"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_04","Secure the rescuer"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_05","Lower the rescuer into the jar"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_06","We need more people on the rope!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_07","Hold it steady!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_08","Grab Birdog!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_09","Puuuulllll!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_10","His hand slipped, one more time!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_11","You got him, everyone pull hard!"
"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_12","Give Birdog a long hug!"
"TID_CHALLENGE013_STUCKINJAM_WIN","Dear me, that was a close call! Birdog is safe. The jam, however has been tainted. Better make extra. I must justify this jar!"
"TID_CHALLENGE013_STUCKINJAM_LOSE_STAGE1","Perhaps we'll have what I need sooner rather than later. Until then, I will continue to smell like herring. "
"TID_CHALLENGE013_STUCKINJAM_LOSE_STAGE2","The design simply couldn't hold enough jam! Back to the jamming board. "
"TID_CHALLENGE013_STUCKINJAM_LOSE_STAGE3","Birdog! We'll get you out soon, I promise! Eat as much jam as you'd like! "
,
"TID_CHALLENGE014_PSYCHICOCTOPUS_TITLE","Octopus' Riddle"
"TID_CHALLENGE014_PSYCHICOCTOPUS_INTRO","There's something bubbling under the surface of the bay... we had better assemble a crew to take a look. It looks... large. "
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1","My my, a colossal cephalopod! Or should I say, a really really big octopus? He is making demands in an ancient language... help me decipher. "
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE2","If our research is correct, the Octopus requires food, goods and... “yarn.” Perhaps Pat and Julie could be of assistance? "
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3","We made him yarn, but he refused it. What could he mean? Think, Francis. Think!"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_01","Make way to the Great Library!"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_02","Read an ancient book of languages"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_03","Dust off the Valley Encyclopedia "
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_04","Study a similar language"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_05","Study another similar language"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_06","Write with eight arms at once"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_07","Think like an octopus"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_08","Eat like an octopus"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_09","Take a swim like an octopus"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_10","Read a biology textbook"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_11","Read the Treatise of Marine Science"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_12","Translate octopus noises"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_13","Translate octopus noises"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_14","Translate octopus noises"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_15","Ponder octopus psychology"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_01","Take a power nap"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_02","Wrap yourself in yarn"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_03","Scream from the top of the mountain"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_04","Maybe everyone should just eat some cookies and relax"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_05","Ask a local octopus if they could help"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_06","Question a linguist"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_07","Build a model octopus"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_08","Talk to the model and hope for the best"
"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_09","Consult a thesaurus"
"TID_CHALLENGE014_PSYCHICOCTOPUS_WIN","Of course, by “yarn” the Octopus meant: a story! How is that for some wonky wordplay? I will regale him with the one about my foot cream. "
"TID_CHALLENGE014_PSYCHICOCTOPUS_LOSE_STAGE1","His language was simply too ancient for me to decipher... perhaps the records are lost for all time. "
"TID_CHALLENGE014_PSYCHICOCTOPUS_LOSE_STAGE2","We must not have assembled enough yarn to satisfy the Octopus! He will have to find it someplace else. "
"TID_CHALLENGE014_PSYCHICOCTOPUS_LOSE_STAGE3","I simply could not crack the Octopus code. I hope to meet this ancient being again some day. "
,
"TID_CHALLENGE015_UNITYQUILT_TITLE","The Unity Quilt"
"TID_CHALLENGE015_UNITYQUILT_INTRO","People. They're so isolated these days! Let's remind them that togetherness is a thing. With a HUGE quilt!"
"TID_CHALLENGE015_UNITYQUILT_STAGE1","We're no ordinary Valley and this should be no ordinary quilt. Help assemble the best of the best materials around. "
"TID_CHALLENGE015_UNITYQUILT_STAGE2","I'll explain: quilts are 3-layers, with a top, the battling and the backing. We need that, multiplied many times over. Better get to work. "
"TID_CHALLENGE015_UNITYQUILT_STAGE3","I feel like I'm looking at the whole Valley's history in this thing! It's so beautiful. We are united!"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_01","Sew a pretty quilt panel"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_02","Sew a pretty quilt panel"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_03","Sew a pretty quilt panel"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_04","Sew a pretty quilt panel"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_05","Sew a pretty quilt panel"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_06","Sew a pretty quilt panel"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_07","Sew the battling"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_08","Sew the battling"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_09","Sew the battling"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_10","Sew the battling"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_11","Sew the battling"
"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_12","Sew the backing"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_01","Sew the backing"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_02","Sew the backing"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_03","Sew the backing"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_04","Sew the backing"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_05","Join it all together"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_06","Test for squishiness"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_07","Test for coziness"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_08","Test for ruggedness"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_09","Present your patterns!"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_10","Show how the panel represents you"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_11","Roll on the quilt"
"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_12","Everybody hug, great job!"
"TID_CHALLENGE015_UNITYQUILT_WIN","Looking at this quilt makes me feel so.. so.. unified! I'm not crying. Designers don't cry! Designers don't cry! "
"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE1","The supplies did not meet my necessary high bar for quality... A designer never settles for second best. "
"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE2","Did everyone forget how to sew? C'mon people! This isn't ocean science! "
"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE3","Our quilt came far... but not far enough. Maybe we'll find some other kind of unity?"
,
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_TITLE","Daisy's Shot Sling"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_INTRO","Dearie, I have designed my finest toy yet. And it will... launch us into a new era of entertainment!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE1","My new toy is a “sling”. That “shoots” items. I'll call it... a shotsling, and I'll need your help assembling it. "
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE2","Boy this thing is a riot! Let's see what it'll launch! User testing is very important for a new toy everyone says so. "
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3","This has gotten out of hand! The Villagers are launching everything in sight! Stop them! The horror! The horror!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_01","They're launching the baked goods!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_02","There go the textiles!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_03","Is that a flying fish? Oh no!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_04","Trees are not meant to be airborne! "
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_05","Here come the rocks, take cover!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_06","Refreshments, anyone?"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_07","Ok time for some produce!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_08","Maybe you'd like to play with something else?"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_09","Wood and stone simultaneously?"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_10","How far can fish pie fly?"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_11","Grains? Why not?"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_12","Can we get a volunteer?"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_13","Here, put on these pads. "
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_14","And a helmet would help."
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_15","The first flying villager!"
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_WIN","We built the shotsling... but at what cost? At least we had fun before confronting the consequences."
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE1","Did we build it backwards? Upside down? Was it a slingshot the whole time? "
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE2","The sling snapped like a hungry duck. We must have given it more than it could handle. "
"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE3","They're about to launch my fine dishes! They cannot be stopped! Help! Help!"
,
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_TITLE","The Cloud Ceremony"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_INTRO","There comes a time in every cloud spirit's life where they must join us on the ground. Will you participate this wondrous ritual? "
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE1","Cloud spirits are choosy about where they land. For that reason, we must make them a bed that feels like the sky itself! Now, what goods look like the sky?"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2","Making a cloud spirit bed is just like making a normal bed. But you have to make it feel like the sky. And it is for a cloud. How about you just try it out?"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3","Gather 'round everyone! First, we make an offering of indigo to symbolize the unification of land and sky. This ceremony is so beautiful!"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_01","Sew an indigo bed spread"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_02","Make a cloud pillow"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_03","Build the bed frame"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_04","Build the headboard"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_05","Build the ceremonial ramp"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_06","Sew the Cumulonimbus comforter "
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_07","Everyone gets a turn testing the comforter"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_08","Pillow fight!"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_09","Fix the cloud pillow..."
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_10","Sew the twilight duvet"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_11","Don't forget the sunset sheets"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_12","Fix a bedtime cloud snack"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_13","And a bedtime cloud drink"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_14","Snuggle test, everybody"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_15","Form a Cloud Spirit welcome party!"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_01","Choir practice"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_02","Craft the indigo offering"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_03","Sing the Cloud Spirit's Wispy Opus"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_04","Take anthropological records"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_05","Make a little small talk with the cloud spirit"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_06","Formally welcome the cloud spirit!"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_07","Sing the Cloud Spirit's Sonata"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_08","Tuck the cloud spirit in for a nap"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_09","Quietly keep watch"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_10","Gently awaken the cloud spirit"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_11","Bid farewell to the cloud spirit"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_12","Sing the Rhapsody of the Cloud Spirits"
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_WIN","The Cloud Ceremony went off without a hitch. Look at that cloud spirit! She is so happy. You can tell if you look closely! "
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE1","There must not have been enough indigo to properly replicate the sky setting. Perhaps we will be ready for the next ceremony. "
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE2","There must have been some problem with the bed. What is cozy for us is not cozy for a cloud spirit, you see. "
"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE3","It is alright... ceremonies are very complicated! Do not fear, the cloud spirits are a forgiving bunch. "
,
"TID_CHALLENGE018_EXOTICHONEY_TITLE","A Most Exotic Honey"
"TID_CHALLENGE018_EXOTICHONEY_INTRO","We are experiencing a watershed honey development. One can say this find is: “sweet.” Buzz with us! "
"TID_CHALLENGE018_EXOTICHONEY_STAGE1","Let us begin by observing their patterns. Assess the size of the bees: large? Consider their temperament: friendly? "
"TID_CHALLENGE018_EXOTICHONEY_STAGE2","These bees produce sweeter honey than we have ever tasted! And it is stickier, too. Our old jars will not cut it – we must make new ones! "
"TID_CHALLENGE018_EXOTICHONEY_STAGE3","This part is decidedly less academic in nature. Grab as much honey you can get your stinking paws on! "
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_01","What's that bee doing? "
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_02","How about that one, making honey?"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_03","That bee is being lazy, write down every detail "
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_04","Count how many bees are exiting the hives"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_05","And count bees going back into the hives"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_06","As always, we'll need food"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_07","Draw that weird looking bee"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_08","Imitate their noises, for science"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_09","Everyone buzz together: buzzzzzz"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_10","Flap your arms like wings"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_11","Correspond with the Queen bee"
"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_12","Ready a honey gathering party"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_01","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_02","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_03","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_04","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_05","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_06","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_07","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_08","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_09","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_10","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_11","Honey taste test"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_12","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_13","Fill a jar with honey!"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_14","Clean up the gathering supplies"
"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_15","Thank the bees for their generosity!"
"TID_CHALLENGE018_EXOTICHONEY_WIN","Today has been a glorious day for the illustrious world of bee science. And also for our honey jars! "
"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE1","The bees outsmarted us. This is a first. They were too fast, too organized, too clever to observe. "
"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE2","We could not perfect the new jar design in time! The honey sticks to the sides. We will have to lick it off. Shame. "
"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE3","Our honey collectors must have been too busy playing with the bees. It happens! They are oddly cuddly!"
,
"TID_CHALLENGE019_FOODFIGHT_TITLE","Food Fight!"
"TID_CHALLENGE019_FOODFIGHT_INTRO","Somehow, we ended up with excess food. The reason why isn't important. What is important? Throwing food at each other. IT'S FOOD FIGHT TIME."
"TID_CHALLENGE019_FOODFIGHT_STAGE1","Tension is an important feature of any food fight. Let us begin with a traditional banquet... and let it morph, slowly but surely into a fish pie chuckfest. "
"TID_CHALLENGE019_FOODFIGHT_STAGE2","Gimme that bread! Lemme get a handful of jam! Fill this bag with cookies. LET HER RIP! FOOOD FIIIIGHT!"
"TID_CHALLENGE019_FOODFIGHT_STAGE3","I think we can all agree that was cathartic. But every party must come to an end. And that means doing dishes. Cleanin' time!"
"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_01","Toss a pie at that guy's face!"
"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_02","Protect your neighbors from the apple jam!"
"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_03","Launch a cookie volley!"
"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_04","Pies for everybody!"
