"Name","TID","TIDUnconstructed","InfoTitleTID","InfoTID","InfoTIDUnconstructed","NPCGreetingTID","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWRotated","SCWBase","SCWUnconstructed","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","SCWAreaGreen","SCWAreaRed","CollisionShape","Scale","MoveResource","TerrainHoleSize","ColorizeMaterials","MoveCost","TownHallLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredFountainBoost","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredBerryPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","MaxStoredCarrot","StartingResourcePercent","StartingPotionIngredient1","StartingPotionIngredient2","StartingPotionIngredient3","StartingPotionIngredient4","StartingPotionIngredient5","StartingPotionIngredient6","Profession","MaxWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnSCW1","SpawnPos2","SpawnSCW2","SpawnPos3","SpawnSCW3","SpawnPos4","SpawnSCW4","SpawnPos5","SpawnSCW5","SpawnPos6","SpawnSCW6","SpawnPos7","SpawnSCW7","SpawnPos8","SpawnSCW8","SpawnPos9","SpawnSCW9","Passable","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","StoredResourceNode2Prefix","StoredResourceGfxSCW","StoredResourceCountPerObject","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationMoveSpeed","DonationCooldownSeconds","ConstantEffect","VillageTaskProvider","VillageTaskFulfiller","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","ForceNonInteractive","NPC","NPCPlacement","CanBeBatched","IconCameraZoom","IconCameraY","SpawnAnimal","UIBackgroundExportName","LocationSound","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","AnimationAlwaysOn","TouchEffect","IsTaskFulfiller","PremiumTradePartner","ValleyLODScale","ValleyLODMoveFactor"
"Fountain","TID_BUILDING_FOUNTAIN","TID_BUILDING_FOUNTAIN_UNCONSTRUCTED","TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_FOUNTAIN_INFO","TID_BUILDING_FOUNTAIN_INFO_UNCONSTRUCTED",,"Coins",100,"Clay",3,,,,,,,,,"Resource",,,,1,"sc3d/bldv_boost_fountain_geo.glb",,,"sc3d/bldv_fountain_ground.glb","sc3d/bldv_fountain_ground.glb","sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb","sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Mine",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"FountainBoost",14400,1,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,"pos_effect_fountain","Fountain",,,,,,,"false",444,-8,,,"Tap_Boost_Fountain",0,0,0,100,,"Tap_fountain",,,0,0
"VillageTrader","TID_BUILDING_VILLAGE_TRADER",,"TID_INFO_TITLE_VILLAGE_TRADER","TID_BUILDING_VILLAGE_TRADER_INFO",,,"Coins",1,"Wood",1,,,,,,,,,"Resource",,,,,"sc3d/bldv_task_board.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_4x4_geo.glb","sc3d/bldv_marker_4x4_geo.glb","Mine",100,"Crate",0,,5,,2,2,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"true",,,,,,,,"VillageTrader","pos_npc","true",379,37,,,"Tap_Village_Trader",0,0,0,100,,"Tap_village_trader",,,0,0
"FigurineWorkshop","TID_BUILDING_FIGURINEWORKSHOP",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_FIGURINEWORKSHOP_INFO",,,"Coins",150,"Wood",10,"Clay",10,,,,,,,"Resource",,,,1,"sc3d/bldv_figurine_workshop_lv01_geo.glb",,"sc3d/bldv_base_production_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carpenter",1,,"Figurine",600,1,,"Wood",,1,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,"pos_effect_figurine","FigurineCraving",,,,,,,"true",434,0,,"bg_image_village_figurine_workshop","Tap_Statue_Workshop",0,0,0,100,,"Tap_figurine_workshop",,,0,0
"PotteryWorkshop","TID_BUILDING_POTTERYWORKSHOP",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_POTTERYWORKSHOP_INFO",,,"Coins",2100,"Clay",240,"Wood",200,,,,,,,"Resource",,,,1,"sc3d/bldv_pottery_workshop_lv01_geo.glb",,"sc3d/bldv_base_production_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter",1,,"Pottery",600,1,,"Clay",,1,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,,,,,,,,,"true",415,54,,"bg_image_village_pottery_workshop","Tap_Pottery_Workshop",0,0,0,100,,"Tap_pottery_workshop",,,0,0
"StatueWorkshop","TID_BUILDING_STATUEWORKSHOP",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_STATUEWORKSHOP_INFO",,,"Coins",3650,"Stone",340,"Wood",320,,,,,,,"Resource",,,,1,"sc3d/bldv_statue_workshop_lv01_geo.glb",,"sc3d/bldv_base_production_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stonecarver",1,,"Statuette",600,1,,"Stone",,1,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,,,,,,,,,"true",431,0,,"bg_image_village_statue_workshop","Tap_Statue_Workshop",0,0,0,100,,"Tap_statue_workshop",,,0,0
"JuicePress","TID_BUILDING_JUICEPRESS",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_JUICEPRESS_INFO",,,"Coins",6400,"Wood",790,"Stone",460,,,,,,,"Resource",,,,1,"sc3d/bldv_juice_press_lv01_geo.glb",,"sc3d/bldv_base_production_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juicemaker",1,,"AppleJuice",180,1,,"Apple",,1,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,"pos_effect_juice","JuiceMaking",,,,,,,"true",432,-4,,"bg_image_village_juice_press","Tap_Juice_Press",0,0,0,100,,"Tap_juice_press",,,0,0
"Windmill","TID_BUILDING_WINDMILL",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_WINDMILL_INFO",,,"Coins",670,"Clay",90,"Wood",55,,,,,,,"Resource",,,,1,"sc3d/bldv_windmill_lv01_geo.glb",,"sc3d/bldv_base_production_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller",1,,"Flour",120,1,,"Wheat",,1,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,"pos_effect_windmill","Windmill_grindstone",,,,,,,"true",429,58,,"bg_image_village_windmill","Tap_Flour_Mill",0,0,0,100,,"Tap_flour_mill",,,0,0
"Beehive","TID_BUILDING_BEEHIVE",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_BEEHIVE_INFO",,,"Coins",1150,"Wood",160,"Clay",110,,,,,,,"Resource",,,,1,"sc3d/bldv_bee_hive_lv1_geo.glb",,"sc3d/bldv_base_passive_2x2.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,2,2,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,"Honey",3600,1,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,"pos_effect_bees","Bees",,,,,,,"true",303,0,,,"Tap_Bee_Hive",0,0,0,100,,"Tap_bee_hive",,,0,0
,,,,,,,"Coins",820,"Clay",100,"Wood",80,,,,,,,,,,,1,"sc3d/bldv_bee_hive_lv2_geo.glb",,,,,"sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_bees","Bees",,,,,,,"true",,,,,,,,,,,,,,,
,,,,,,,"Coins",1350,"Wood",180,"Clay",110,,,,,,,,,,,1,"sc3d/bldv_bee_hive_lv3_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_bees","Bees",,,,,,,"true",,,,,,,,,,,,,,,
,,,,,,,"Coins",11200,"Plank",480,"Clay",680,,,,,,,,,,,1,"sc3d/bldv_bee_hive_lv4_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_bees","Bees",,,,,,,"true",,,,,,,,,,,,,,,
,,,,,,,"Coins",14300,"Plank",590,"Clay",850,,,,,,,,,,,1,"sc3d/bldv_bee_hive_lv5_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_bees","Bees",,,,,,,"true",,,,,,,,,,,,,,,
"AppleTreeGrove","TID_BUILDING_APPLETREEGROVE",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_APPLETREEGROVE_INFO",,,"Coins",2500,"Wood",310,,,,,,,,,"Resource",,,,1,"sc3d/bldv_apple_trees_geo.glb",,"sc3d/bldv_base_field_4x4.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_6x6_geo.glb","sc3d/bldv_marker_6x6_geo.glb","Storage",100,"Crate",0,,5,,4,4,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Applepicker",1,,"Apple",120,1,,,,,,"x200y100","Work","x100y200","Work","Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,,,,,,,,,"true",517,-6,,,"Tap_Apple_Tree_Grove",0,0,0,100,,"Tap_applegrove",,,0,0
"VillageTraderCart","TID_VILLAGE_TRADER_CART",,"TID_INFO_TITLE_VILLAGE_TRADER_CART","TID_VILLAGE_TRADER_CART_INFO",,,"Coins",1,"Wood",1,,,,,,,,,"Resource",,,,,"sc3d/bldv_traider_cart_geo.glb",,"sc3d/bldv_base_key_2x2.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Mine",100,"Crate",0,,5,,2,2,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false","true",,,,,,,,,"true",0,0,,,,0,0,0,100,,,,,0,0
"CarolinaStatue","TID_DECO_CAROLINA_STATUE",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAROLINA_STATUE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_carolina_statue_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",315,68,,,,0,0,0,100,,,,,0,0
"FlowerBedBluebells","TID_DECO_FLOWER_BLUEBELLS",,"TID_INFO_TITLE_DECORATION","TID_DECO_FLOWER_BLUEBELLS_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_flower_bluebells_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,-8,,,,0,0,0,100,,,,,0,0
"FlowerBedSunflowers","TID_DECO_FLOWER_SUNFLOWERS",,"TID_INFO_TITLE_DECORATION","TID_DECO_FLOWER_SUNFLOWERS_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_flower_bed_sunflowers_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,-8,,,,0,0,0,100,,,,,0,0
"FlowerBedTulips","TID_DECO_FLOWER_TULIPS",,"TID_INFO_TITLE_DECORATION","TID_DECO_FLOWER_TULIPS_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_flower_bed_tulips_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,-8,,,,0,0,0,100,,,,,0,0
"ManagedForest","TID_BUILDING_MANAGED_FOREST","TID_BUILDING_MANAGED_FOREST_UNCONSTRUCTED","TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_MANAGED_FOREST_INFO","TID_BUILDING_MANAGED_FOREST_INFO_UNCONSTRUCTED",,"Coins",100,"Wood",3,"Clay",3,,,,,,,"Discoverable",,,,1,"sc3d/bldv_evergrove.glb#building",,,"sc3d/bldv_evergrove_construction.glb","sc3d/bldv_evergrove_construction.glb","sc3d/bldv_evergrove_construction_2.glb","sc3d/bldv_construction_4x4_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_6x6_geo.glb","sc3d/bldv_marker_6x6_geo.glb","Sawmill",100,,0,,,,5,5,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forester",1,,,,,,,,,,"x70y220","Work","x220y70","Work","Generic Pick Up","Generic Placing",,,,,,,,,"Wood",20,60,10,4,"pos_1","sc3d/bldv_evergrove.glb#tree_3","pos_2","sc3d/bldv_evergrove.glb#tree_3","pos_3","sc3d/bldv_evergrove.glb#tree_3","pos_4","sc3d/bldv_evergrove.glb#tree_3",,,,,,,,,,,"false",,,5,,5,,5,,,,,,,,,,,,"false",,"pos_effect_evergrove","Evergrove",,,,,,,"false",645,159,,"bg_image_village_resource_evergrove",,0,0,0,100,,"Tap_evergrove",,,0,0
"SpiritStatue_01","TID_DECO_SPIRIT_STATUE_1",,"TID_INFO_TITLE_DECORATION","TID_DECO_SPIRIT_STATUE_1_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_statue_01_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,-8,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"SpiritStatue_02","TID_DECO_SPIRIT_STATUE_2",,"TID_INFO_TITLE_DECORATION","TID_DECO_SPIRIT_STATUE_2_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_statue_02_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"BirdBath","TID_DECO_BIRD_BATH",,"TID_INFO_TITLE_DECORATION","TID_DECO_BIRD_BATH_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_birdbath_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",208,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Windmill_small","TID_DECO_WINDMILL",,"TID_INFO_TITLE_DECORATION","TID_DECO_WINDMILL_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/bldv_deco_windmill_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",274,61,,,,0,0,0,100,"true","Tap_villager_home",,,0,0
