"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge"
"Challenge016_SlingshotShenanigans","TID_CHALLENGE016_SLINGSHOTSHENANIGANS_TITLE","ToyMaker","ChallengeCart",100,"Academy",,,"ChallengeSiteToyWorkshop",,1209600,7,,"NationToyWorkshop",1,,,,1,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_INTRO","sc3d/valley_event_slingshot_shenanigans.glb#stage1","sc/npc_characters.sc","emote_toymaker_wave",259200,"bg_image_valley_event_slingshot_shenanigangs","TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE1","sc3d/valley_event_slingshot_shenanigans.glb#stage1","sc/npc_characters.sc","emote_toymaker_idle",86400,"bg_image_valley_event_slingshot_shenanigangs",30,100,100,100,100,100,100,"ConstructionBasic",,,,,,,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_WIN","sc3d/valley_event_slingshot_shenanigans.glb#stage4","sc/npc_characters.sc","emote_toymaker_wave","bg_image_valley_event_slingshot_shenanigangs","TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE1","sc3d/valley_event_slingshot_shenanigans.glb#stage1","sc/npc_characters.sc","emote_toymaker_wave","bg_image_valley_event_slingshot_shenanigangs",86400,"FasterNationToyWorkshop",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE2","sc3d/valley_event_slingshot_shenanigans.glb#stage2","sc/npc_characters.sc","emote_toymaker_idle",86400,"bg_image_valley_event_slingshot_shenanigangs",60,100,100,40,100,100,100,,,,,,,,,,,,,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE2","sc3d/valley_event_slingshot_shenanigans.glb#stage2","sc/npc_characters.sc","emote_toymaker_wave","bg_image_valley_event_slingshot_shenanigangs",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3","sc3d/valley_event_slingshot_shenanigans.glb#stage3","sc/npc_characters.sc","emote_toymaker_idle",86400,"bg_image_valley_event_slingshot_shenanigangs",,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_01","bg_image_village_resource_clay","Claydigger","Coins",209,,,15,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE3","sc3d/valley_event_slingshot_shenanigans.glb#stage3","sc/npc_characters.sc","emote_toymaker_wave","bg_image_valley_event_slingshot_shenanigangs",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_02","bg_image_village_resource_clay","Claydigger","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_03","bg_image_village_resource_clay","Claydigger","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_04","bg_image_village_resource_wood","Lumberjack","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_05","bg_image_village_resource_stone","Stonemason","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_07","bg_image_village_resource_clay","Claydigger","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_09","bg_image_village_resource_stone","Stonemason","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_10","bg_image_village_resource_clay","Claydigger","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_11","bg_image_village_resource_clay","Claydigger","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_12","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_13","bg_image_village_library","Researcher","Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_14","bg_image_village_library","Researcher","Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_15","bg_image_village_library","Researcher","Coins",70,,,5,,,,,,,,,,,,,,,
"Challenge017_IndigoCloudSpirit","TID_CHALLENGE017_INDIGOCLOUDSPIRIT_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteIndigoField",,1209600,6,,"NationIndigoField",1,,,,1,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_INTRO","sc3d/valley_event_indigo_cloud_spirit.glb#stage1","sc/npc_characters.sc","emote_librarian_wave",259200,"bg_image_valley_event_indigo_cloud_spirit","TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE1","sc3d/valley_event_indigo_cloud_spirit.glb#stage1","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_indigo_cloud_spirit",48,100,100,40,100,100,100,"ConstructionAny","Cotton","Wool",,,,,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_WIN","sc3d/valley_event_indigo_cloud_spirit.glb#stage4","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_indigo_cloud_spirit","TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE1","sc3d/valley_event_indigo_cloud_spirit.glb#stage1","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_indigo_cloud_spirit",86400,"FasterNationIndigoField",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2","sc3d/valley_event_indigo_cloud_spirit.glb#stage2","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_indigo_cloud_spirit",,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE2","sc3d/valley_event_indigo_cloud_spirit.glb#stage2","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_indigo_cloud_spirit",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_02","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_03","bg_image_valley_construction","Builder","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_04","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_05","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_07","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_08","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_09","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_10","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_11","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_12","bg_image_village_resource_clay","Claydigger","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_13","bg_image_village_resource_clay","Claydigger","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_14","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_15","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3","sc3d/valley_event_indigo_cloud_spirit.glb#stage3","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_indigo_cloud_spirit",,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE3","sc3d/valley_event_indigo_cloud_spirit.glb#stage3","sc/npc_characters.sc","emote_farmer_male_wave","bg_image_valley_event_indigo_cloud_spirit",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_02","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_06","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_09","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_10","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_11","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_12","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
"Challenge018_ExoticHoney","TID_CHALLENGE018_EXOTICHONEY_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteRiver3",,1209600,5,,"NationCannery",1,,,,1,"TID_CHALLENGE018_EXOTICHONEY_INTRO","sc3d/valley_event_exotic_honey.glb#stage1","sc/npc_characters.sc","emote_librarian_wave",259200,"bg_image_valley_event_exotic_honey","TID_CHALLENGE018_EXOTICHONEY_STAGE1","sc3d/valley_event_exotic_honey.glb#stage1","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_exotic_honey",,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_01","bg_image_village_library","Researcher","Science",42,,,,,"TID_CHALLENGE018_EXOTICHONEY_WIN","sc3d/valley_event_exotic_honey.glb#stage4","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_exotic_honey","TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE1","sc3d/valley_event_exotic_honey.glb#stage1","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_exotic_honey",86400,,,800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_02","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_03","bg_image_village_library","Researcher","Science",84,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_04","bg_image_village_library","Researcher","Science",70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_05","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_06","bg_image_village_library","Researcher","Science",28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_07","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_08","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_09","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_10","bg_image_village_library","Researcher","Science",28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_11","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_12","bg_image_village_library","Researcher","Science",70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_STAGE2","sc3d/valley_event_exotic_honey.glb#stage2","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_exotic_honey",30,100,100,60,100,100,100,"Clay","Pottery",,,,,,,,,,,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE2","sc3d/valley_event_exotic_honey.glb#stage2","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_exotic_honey",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_STAGE3","sc3d/valley_event_exotic_honey.glb#stage3","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_exotic_honey",,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_01","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE3","sc3d/valley_event_exotic_honey.glb#stage3","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_exotic_honey",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_02","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_03","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_04","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_05","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_07","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_08","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_09","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_10","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_11","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_12","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_13","bg_image_village_resource_clay","Claydigger","Honey",12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_14","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_15","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
"Challenge019_FoodFight","TID_CHALLENGE019_FOODFIGHT_TITLE","Baker","ChallengeCart",100,"Academy",,,"ChallengeSiteBakery",,1209600,5,,"NationCannery",1,,,,1,"TID_CHALLENGE019_FOODFIGHT_INTRO","sc3d/valley_event_food_fight.glb#stage1","sc/npc_characters.sc","emote_baker_wave",259200,"bg_image_valley_event_food_fight","TID_CHALLENGE019_FOODFIGHT_STAGE1","sc3d/valley_event_food_fight.glb#stage1","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_food_fight",48,100,100,30,100,100,100,"FoodCrafted","FoodRawMaterial","FoodVillageCraft",,,,,,,,,,,"TID_CHALLENGE019_FOODFIGHT_WIN","sc3d/valley_event_food_fight.glb#stage4","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_food_fight","TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE1","sc3d/valley_event_food_fight.glb#stage1","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_food_fight",86400,"NoHunger",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE019_FOODFIGHT_STAGE2","sc3d/valley_event_food_fight.glb#stage2","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_food_fight",,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_01","bg_image_valley_background",,"Coins",139,,,10,,,,,,,"TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE2","sc3d/valley_event_food_fight.glb#stage2","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_food_fight",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_02","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_03","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_04","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_05","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_06","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_07","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_08","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_09","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
